,customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary
1990,15775803,841,Spain,Male,41,1,0.0,2,0,1,193093.77
6327,15793856,667,Spain,Female,36,3,121542.57,2,1,1,186841.71
143,15713483,793,Spain,Male,52,2,0.0,1,1,0,159123.82
659,15603065,751,France,Female,30,6,0.0,2,1,0,15766.1
9844,15588456,658,France,Female,40,5,143566.12,1,1,1,189607.71
3814,15642093,646,France,Male,30,7,0.0,2,1,0,153566.97
9920,15673020,678,France,Female,49,3,204510.94,1,0,1,738.88
1609,15750248,619,France,Female,35,8,132292.63,1,1,0,65682.93
2655,15643658,850,Germany,Male,53,2,94078.97,2,1,0,36980.54
4101,15589544,673,Spain,Female,57,4,0.0,2,1,1,49684.09
2584,15754537,748,France,Male,40,0,0.0,1,0,0,60416.76
8173,15568032,757,Germany,Male,31,1,127320.36,3,1,0,163170.32
8884,15749583,686,Germany,Female,38,2,93569.86,3,0,0,10137.34
5132,15579826,439,France,Female,66,9,0.0,1,1,0,65535.56
3549,15647725,675,France,Female,61,5,62055.17,3,1,0,166305.16
3547,15641359,662,Spain,Female,35,6,0.0,2,0,0,2423.9
7202,15671014,573,Spain,Female,72,8,98765.84,1,1,1,96015.53
157,15623595,586,Spain,Female,28,2,0.0,2,1,1,92067.35
9363,15749114,634,Spain,Male,35,3,0.0,2,1,1,19515.48
9778,15623143,732,France,Female,43,9,0.0,2,1,0,183147.17
4594,15661532,650,France,Female,31,1,160566.11,2,0,0,27073.81
107,15812878,785,Germany,Female,36,2,99806.85,1,0,1,36976.52
5514,15773283,641,France,Male,65,6,38340.02,1,1,0,32607.77
5341,15654025,646,France,Female,51,4,101629.3,1,0,0,130541.1
8572,15611223,752,Germany,Female,38,10,101648.5,2,1,0,172001.44
6810,15642996,546,Germany,Female,42,9,86351.85,2,1,0,57380.13
259,15607178,850,Germany,Male,38,3,54901.01,1,1,1,140075.55
3342,15775663,712,Germany,Male,53,6,134729.99,2,1,1,132702.64
1236,15774155,662,Germany,Male,33,0,103471.52,1,1,1,162703.0
3450,15661936,513,France,Male,40,3,141004.46,1,1,0,105028.46
5882,15772650,732,France,Male,55,9,136576.02,1,0,1,3268.17
7215,15684440,548,Germany,Male,32,2,98986.28,1,1,1,55867.38
8912,15637354,623,France,Female,24,7,148167.83,2,1,1,109470.34
7131,15704509,492,France,Male,35,8,121063.49,1,0,0,85421.48
2072,15711015,743,France,Male,36,4,0.0,2,1,1,190911.02
1249,15803681,803,France,Female,26,4,0.0,2,1,1,181208.47
7810,15771059,756,Germany,Female,34,2,148200.72,1,0,0,194584.48
5193,15767757,562,Spain,Female,29,9,120307.58,1,1,1,6795.61
4902,15634491,652,France,Male,30,2,176166.56,2,1,1,152210.81
6801,15776947,637,Spain,Male,43,8,0.0,1,1,0,12156.93
1632,15745827,617,France,Male,30,3,132005.77,1,1,0,142940.39
9792,15787168,819,Spain,Female,28,8,168253.21,1,1,1,102799.14
7470,15602456,850,Germany,Female,47,4,99219.47,2,1,1,122141.13
6624,15811036,565,France,Male,46,7,135369.71,1,0,1,140130.22
1678,15569178,570,France,Female,18,4,82767.42,1,1,0,71811.9
7730,15593622,635,France,Male,43,10,122198.21,2,0,1,179144.54
5982,15704378,655,Germany,Male,37,9,121342.24,1,1,1,180241.44
8419,15775809,677,Germany,Female,26,6,98723.67,1,0,1,151146.67
6222,15716800,582,France,Male,31,2,0.0,2,1,1,33747.03
6131,15749401,686,France,Male,60,9,0.0,3,1,1,75246.21
2437,15768387,581,France,Male,41,8,0.0,2,0,0,29737.14
7840,15611756,537,Germany,Female,47,4,124192.28,2,1,1,50881.51
6175,15587584,503,Spain,Male,31,4,0.0,2,1,1,21645.06
6206,15776124,802,Spain,Male,51,7,0.0,1,0,1,40855.79
1901,15781034,796,Spain,Male,67,5,0.0,2,0,1,54871.02
3448,15610903,560,Spain,Female,31,5,125341.69,1,1,0,79547.39
8812,15773146,652,France,Male,26,3,137998.2,2,0,1,168989.77
7901,15622182,628,Germany,Female,28,3,153538.13,2,1,0,110776.01
6184,15664339,775,Spain,Male,48,4,178144.91,2,0,0,50168.41
9484,15622370,813,Germany,Male,30,1,116416.94,1,0,1,85808.22
4435,15648967,698,Germany,Female,64,1,169362.43,1,1,0,84760.32
6412,15598982,602,Germany,Female,53,5,98268.84,1,0,1,45038.29
679,15668886,684,Spain,Female,38,3,0.0,2,1,0,44255.65
7499,15790113,609,Germany,Female,71,6,113317.1,1,1,0,108258.22
1689,15700854,595,Spain,Male,35,8,0.0,1,1,0,100015.79
1663,15663441,700,Germany,Female,40,4,148571.07,1,1,0,189826.96
6308,15766427,565,Germany,Male,52,5,97720.35,2,1,0,175070.94
2418,15603914,614,France,Male,40,6,0.0,1,1,1,20339.79
6766,15593510,638,Germany,Female,33,5,129335.65,1,1,1,56585.2
4322,15681697,508,France,Male,31,8,72541.48,1,1,0,129803.08
2922,15705113,685,Spain,Male,34,6,83264.28,1,0,0,9663.28
1624,15681758,525,Spain,Female,25,10,0.0,2,1,0,69361.95
7407,15766663,639,France,Male,22,4,0.0,2,1,0,28188.96
9143,15793197,676,France,Female,34,8,100359.54,1,0,0,46038.28
4202,15757588,526,France,Male,30,9,0.0,2,0,0,100995.68
991,15806926,615,France,Female,35,2,97440.02,2,1,1,139816.1
3761,15759140,682,France,Female,64,10,128306.7,1,0,1,66040.83
1403,15721487,739,France,Female,27,6,0.0,1,1,1,57572.38
7115,15773421,673,France,Female,42,4,0.0,2,1,0,121440.8
8982,15627971,504,France,Female,32,8,206663.75,1,0,0,16281.94
7296,15607988,663,Germany,Female,37,8,155303.71,1,1,0,118716.63
3567,15631709,470,Spain,Female,31,2,101675.22,2,1,0,45033.75
7225,15793366,781,Germany,Male,35,7,92526.15,2,1,1,173837.54
5716,15709478,611,Germany,Male,37,1,117524.72,2,0,1,161064.29
7820,15576131,666,France,Male,40,5,0.0,2,1,0,147878.05
4967,15743817,621,Germany,Male,40,8,174126.75,3,1,0,172490.78
9808,15581115,603,France,Female,39,9,76769.68,1,0,0,48224.72
2272,15570835,491,Germany,Female,57,4,112044.72,1,1,1,41229.73
1099,15673055,494,Spain,Male,38,7,0.0,2,1,1,6203.66
4413,15596575,615,Germany,Male,39,5,113193.51,2,1,1,52166.25
402,15781589,751,Spain,Male,52,8,0.0,2,0,1,179291.85
4352,15765192,564,France,Male,26,7,84006.88,2,0,0,183490.99
8793,15574554,537,Germany,Male,66,8,103291.25,2,1,1,130664.79
4562,15795895,678,Germany,Male,36,1,117864.85,2,1,0,27619.06
3146,15730688,548,France,Female,28,8,116755.5,2,1,1,158585.17
6700,15681115,787,Spain,Male,39,10,108935.39,1,1,1,101168.3
8338,15792453,602,Spain,Female,42,1,138912.17,1,1,1,139494.75
1080,15589195,766,Germany,Female,38,7,130933.74,1,0,1,2035.94
7172,15682540,602,France,Female,33,8,0.0,2,1,1,112928.74
4167,15737509,850,Spain,Male,34,8,199229.14,1,0,0,68106.29
8683,15599329,697,France,Female,49,7,195238.29,4,0,1,131083.56
489,15807709,714,Germany,Female,55,9,180075.22,1,1,1,100127.71
2987,15682268,676,Germany,Female,26,1,108348.66,1,0,0,60231.74
311,15702919,729,Germany,Male,30,6,63669.42,1,1,0,145111.37
5999,15735688,753,France,Female,31,6,106596.29,1,0,0,91305.77
1042,15593969,630,Spain,Female,39,7,135483.17,1,1,0,140881.2
3921,15743871,567,France,Male,59,3,0.0,2,1,0,25843.7
6164,15608109,710,Germany,Male,58,7,170113.0,2,0,1,10494.64
40,15619360,472,Spain,Male,40,4,0.0,1,1,0,70154.22
1664,15791991,773,France,Male,52,4,0.0,1,0,1,144113.42
7774,15609928,850,Germany,Male,43,5,129305.09,2,0,1,19244.58
2665,15635660,612,Germany,Male,30,9,142910.15,1,1,0,105890.55
8865,15639004,668,France,Male,72,2,0.0,2,1,1,70783.61
4746,15649129,757,France,Male,32,9,0.0,2,1,0,115950.96
8744,15691906,664,Germany,Female,49,5,127421.78,2,1,0,108876.75
7050,15720529,591,France,Male,29,6,0.0,2,1,1,108684.65
5448,15718912,608,Germany,Female,44,5,126147.84,1,0,1,132424.69
870,15799422,535,France,Female,40,8,0.0,1,1,1,27689.77
8908,15656522,593,Spain,Male,32,10,158537.42,1,1,0,166850.57
6676,15594556,619,Spain,Male,52,8,0.0,2,1,1,123242.11
1218,15730038,706,France,Female,23,5,0.0,1,0,0,164128.41
5122,15655632,655,France,Male,27,2,131691.33,1,1,0,49480.66
3264,15574372,738,France,Male,35,5,161274.05,2,1,0,181429.87
6033,15759966,612,Spain,Female,36,5,119799.27,2,1,0,159416.58
826,15660535,680,France,Female,47,5,0.0,2,1,1,179843.33
8482,15756655,632,France,Female,34,2,0.0,2,0,0,165385.55
8632,15759690,751,France,Male,42,4,0.0,2,1,1,81442.6
8532,15780805,585,France,Female,35,2,0.0,2,1,0,98621.04
8531,15663987,723,Spain,Male,30,1,0.0,3,1,0,164647.72
3697,15565796,745,Germany,Male,48,10,96048.55,1,1,0,74510.65
2478,15652808,774,France,Female,41,5,126670.37,1,1,0,102426.06
710,15722548,540,France,Male,48,0,148116.48,1,0,0,116973.48
6957,15802274,686,France,Female,44,7,55053.62,1,1,0,181757.19
7962,15623630,634,Germany,Female,56,3,116251.24,1,0,1,42429.88
7595,15569595,678,France,Female,50,6,0.0,1,1,0,8199.5
3226,15796351,603,Germany,Male,35,1,105346.03,2,1,1,130379.5
1031,15667521,631,France,Female,22,3,0.0,2,0,0,30781.77
9154,15690337,581,France,Female,27,5,102258.11,2,1,0,194681.6
675,15754605,563,France,Female,39,5,0.0,2,1,1,17603.81
955,15571002,706,France,Female,44,4,129605.99,1,0,0,69865.49
266,15653857,498,France,Male,34,2,0.0,2,1,1,148528.24
1606,15714080,566,Germany,Female,40,2,97001.36,2,1,0,154486.01
3279,15670615,652,Spain,Male,37,7,0.0,2,1,0,68789.93
9475,15620988,616,France,Male,46,2,0.0,2,1,0,137136.46
9798,15652981,600,Germany,Male,30,2,119755.0,1,1,1,21852.91
9997,15584532,709,France,Female,36,7,0.0,1,0,1,42085.58
7861,15589948,607,Spain,Male,28,1,135936.1,2,1,1,110560.14
6649,15635277,605,Spain,Male,47,7,142643.54,1,1,0,189310.27
9865,15691950,591,France,Male,49,3,0.0,2,1,0,50123.44
982,15792360,668,France,Male,32,7,0.0,2,1,1,777.37
8188,15623314,506,Germany,Female,59,3,190353.08,1,1,0,78365.75
9904,15722532,690,Spain,Female,36,10,91760.11,1,1,1,135784.94
2797,15731327,652,Germany,Male,27,2,166527.88,2,0,1,146007.7
6194,15794273,604,France,Female,56,0,62732.65,1,0,1,124954.56
9164,15767488,680,Spain,Male,36,7,0.0,2,1,0,20109.21
1498,15677049,595,Germany,Female,25,7,106570.34,2,0,1,177025.79
9182,15665579,597,France,Female,28,0,142705.95,1,1,0,127233.39
5290,15743490,795,Germany,Female,56,9,94348.94,1,1,0,29239.29
3780,15685290,595,Germany,Male,46,5,142360.62,2,1,0,48421.4
5388,15669664,574,Germany,Male,54,1,99774.5,1,0,0,4896.11
1306,15709117,823,Spain,Female,46,3,81576.75,1,1,1,28370.95
7379,15607746,573,France,Female,36,1,0.0,1,1,1,56905.38
133,15642004,686,France,Male,25,1,0.0,2,0,1,16459.37
8875,15768120,702,Germany,Male,36,9,90560.48,2,1,0,174268.87
9447,15810390,718,France,Female,41,1,0.0,2,0,1,27509.52
906,15814275,685,France,Male,33,6,174912.72,1,1,1,43932.54
3560,15733777,817,France,Male,44,8,0.0,1,0,0,65501.91
8484,15601012,802,France,Female,60,3,92887.06,1,1,0,39473.63
350,15659420,659,Spain,Male,32,3,107594.11,2,1,1,102416.84
4715,15738220,800,Spain,Male,38,1,0.0,2,1,0,51553.43
5280,15694129,569,Germany,Female,28,3,100032.52,1,1,0,5159.21
8363,15677336,557,Germany,Male,57,1,120043.13,1,1,0,132370.75
9473,15690733,608,Spain,Male,45,4,0.0,2,0,0,36697.48
5061,15734005,633,France,Female,42,1,0.0,2,1,0,56865.62
1706,15788483,719,Spain,Male,38,0,0.0,1,1,0,126876.47
4644,15714240,712,Spain,Male,74,5,0.0,2,0,0,151425.82
7290,15793825,536,France,Male,39,4,0.0,2,1,0,27150.35
4490,15792646,647,Spain,Female,64,1,91216.0,1,1,1,41800.18
3297,15594041,592,Spain,Female,41,2,138734.94,1,1,0,90020.74
3670,15660809,850,France,Male,28,4,0.0,2,1,1,12409.01
7834,15797165,703,France,Male,56,9,0.0,1,0,0,85547.33
5905,15731519,511,France,Female,30,5,0.0,2,1,0,143994.86
7075,15768295,778,France,Female,34,7,109564.1,1,0,1,113046.81
4471,15642824,826,Spain,Female,56,8,174506.1,2,0,1,161802.82
9279,15573854,727,France,Male,62,5,0.0,2,0,1,38652.96
9007,15684934,726,France,Male,31,9,0.0,2,1,1,106117.3
5073,15800295,644,Germany,Male,34,9,112746.54,2,0,0,141230.07
3215,15684861,726,France,Female,32,8,0.0,2,0,0,185075.63
5958,15741719,540,France,Female,40,3,165298.12,1,0,1,199862.75
8171,15588859,496,Spain,Female,44,0,179356.28,2,1,0,2919.21
4547,15672152,850,Germany,Male,37,9,122506.38,1,0,1,199693.84
9306,15643330,594,France,Male,37,2,0.0,2,0,1,95864.5
5139,15703728,700,Spain,Male,47,4,0.0,1,1,0,121798.52
2240,15670345,785,Germany,Female,33,6,127211.45,1,0,0,191961.83
7597,15576680,736,France,Male,29,4,0.0,2,0,0,51705.01
4601,15571666,642,Germany,Male,30,8,134497.27,1,0,0,43250.54
6803,15594515,568,France,Female,44,7,0.0,2,0,0,62370.67
7544,15791326,566,France,Male,34,3,0.0,1,0,0,188135.69
7546,15735221,697,France,Female,42,10,0.0,2,1,0,61312.15
4598,15641474,638,France,Male,46,9,139859.54,1,1,0,38967.29
6520,15694143,686,France,Female,41,10,0.0,1,1,0,133086.45
7071,15709459,698,Spain,Female,63,5,0.0,1,1,1,173576.71
26,15736816,756,Germany,Male,36,2,136815.64,1,1,1,170041.95
5396,15691011,591,France,Male,42,9,161651.37,2,1,1,131753.97
8642,15810203,499,Germany,Female,44,6,77627.33,2,1,0,108222.68
660,15592937,632,Germany,Female,41,3,81877.38,1,1,1,33642.21
401,15747795,593,Germany,Female,38,4,129499.42,1,1,1,154071.27
1327,15688007,703,Spain,Male,20,3,165260.98,1,1,1,41626.78
4779,15711843,613,Germany,Male,40,1,147856.82,3,0,0,107961.11
8458,15728542,850,France,Female,71,4,0.0,2,1,1,107236.87
6929,15651627,628,Germany,Male,39,1,115341.19,1,1,1,107674.3
8820,15714832,652,Germany,Male,36,9,150956.71,1,0,0,72350.17
346,15658935,630,Germany,Female,34,9,106937.05,2,1,0,138275.01
2094,15813022,531,Spain,Male,70,1,0.0,2,0,0,99503.19
7731,15629273,638,Germany,Male,42,8,145177.84,1,1,0,193471.74
2627,15707144,571,Germany,Male,25,6,82506.72,2,1,0,167705.07
7122,15815443,527,Spain,Female,46,10,131414.76,1,1,0,54947.51
1536,15794014,838,France,Female,34,8,0.0,2,1,0,27472.07
1095,15689081,692,France,Male,29,4,0.0,1,1,0,76755.99
278,15683562,646,France,Male,35,6,84026.86,1,0,1,164255.69
9364,15780362,607,France,Female,49,9,119960.29,2,1,0,103068.22
8260,15627830,640,Germany,Female,30,5,32197.64,1,0,1,141446.01
2375,15764618,815,Spain,Female,39,6,0.0,1,1,1,85167.88
4560,15694518,624,Spain,Female,36,0,0.0,2,1,0,111605.9
3243,15716781,815,France,Male,24,7,171922.72,1,0,1,178028.96
4328,15622527,581,France,Female,55,6,0.0,1,1,1,22442.13
2529,15621653,716,France,Female,29,10,87946.39,1,1,1,182531.74
6747,15766172,541,France,Male,34,3,128743.55,1,1,0,134851.12
5173,15705281,800,Spain,Male,38,9,0.0,1,1,0,78744.39
13,15691483,549,France,Female,25,5,0.0,2,0,0,190857.79
9343,15798749,845,Germany,Female,43,3,152063.59,2,1,0,97910.06
975,15685357,750,Spain,Female,36,8,112940.07,1,0,1,9855.81
7674,15660871,665,France,Male,28,8,137300.23,1,1,0,90174.83
3572,15754267,697,Germany,Male,31,3,108805.42,2,0,1,123825.83
9993,15569266,644,France,Male,28,7,155060.41,1,1,0,29179.52
1015,15686936,676,France,Female,37,5,89634.69,1,1,1,169583.18
5945,15722533,716,France,Female,40,3,0.0,2,0,1,167636.15
7103,15815040,552,Germany,Female,42,8,103362.14,1,0,1,186869.58
9409,15591150,570,Spain,Male,34,10,0.0,2,0,1,183387.12
324,15682757,734,France,Male,30,3,0.0,2,1,0,107640.25
5853,15765300,596,Germany,Male,40,5,62389.03,3,1,0,148623.43
6806,15795586,478,France,Male,35,1,92474.05,1,1,0,178626.07
1700,15642833,608,France,Female,30,8,0.0,2,1,0,128875.86
8679,15753092,791,Germany,Male,35,5,129828.58,1,1,1,181918.26
3048,15679651,783,Spain,Female,37,1,136689.66,1,1,0,197890.65
7600,15762392,683,Spain,Male,30,1,113257.2,1,1,1,65035.02
4586,15664895,602,France,Female,25,0,0.0,2,1,1,101274.17
9268,15785183,596,Spain,Male,29,2,0.0,2,1,1,1591.19
2915,15617482,489,Germany,Female,52,1,131441.51,1,1,0,37240.11
8462,15778481,817,France,Male,59,1,118962.58,1,1,1,120819.58
7196,15586183,561,France,Female,35,5,0.0,2,1,0,59981.62
3595,15654156,722,Germany,Female,32,5,106807.64,1,1,1,76998.69
3546,15653753,542,Spain,Male,43,6,113567.94,1,1,0,89543.25
6026,15718843,769,Spain,Male,41,1,72509.91,1,1,0,25723.73
8025,15571873,655,France,Male,24,9,107065.31,1,1,1,51959.82
6235,15691457,674,Spain,Male,36,2,0.0,2,1,1,182787.17
6142,15677550,755,France,Female,38,1,0.0,2,1,0,20734.81
1657,15752342,704,Germany,Female,54,6,133656.91,3,1,0,145071.33
8729,15656592,646,Germany,Male,48,8,169023.33,2,1,1,175657.55
8659,15770631,730,Spain,Male,25,5,167385.81,1,1,1,56307.51
2961,15583681,616,Spain,Male,31,7,76665.71,2,1,1,163809.08
6934,15705458,550,Spain,Male,39,2,116120.19,2,1,1,195638.13
6286,15805884,637,France,Female,41,9,0.0,2,1,0,145477.36
9105,15685476,658,France,Male,31,5,100082.14,1,0,1,49809.88
536,15592846,639,Germany,Male,35,10,128173.9,2,1,0,59093.39
4744,15582849,757,France,Female,51,1,0.0,1,1,1,22835.13
9507,15728885,808,France,Male,41,0,0.0,1,1,1,79888.78
8662,15637599,510,Germany,Female,44,4,123070.89,1,1,0,28461.29
2726,15807045,829,Germany,Female,37,3,103457.76,1,0,0,1114.12
1844,15699634,667,France,Female,48,2,0.0,2,1,1,148608.39
3787,15644174,638,Germany,Male,27,4,135096.05,1,1,1,186523.72
3988,15650442,644,Germany,Female,32,8,141528.88,1,1,1,167087.34
1136,15614220,750,France,Male,22,5,0.0,2,0,1,105125.65
7638,15769356,520,Germany,Female,23,3,116022.53,2,1,1,37577.66
3635,15571689,740,France,Female,37,5,0.0,2,1,1,27528.4
5818,15667971,592,Germany,Female,34,6,102143.93,2,1,1,102628.98
7369,15757188,644,Spain,Female,26,4,153455.72,2,1,1,82696.84
5264,15691817,547,Spain,Female,44,5,0.0,3,0,0,5459.07
5438,15633274,679,France,Male,34,7,160515.37,1,1,0,121904.14
4518,15642991,850,Spain,Female,29,7,0.0,2,1,0,23237.25
8428,15566735,548,Germany,Female,36,2,108913.84,2,1,1,140460.01
6038,15700964,624,Germany,Female,27,7,104848.68,1,1,1,167387.36
1332,15796721,778,France,Male,38,3,145018.49,2,1,1,126702.41
3853,15631392,654,Germany,Male,43,9,84673.17,2,0,1,82081.35
4814,15615896,621,Spain,Male,39,8,0.0,2,1,0,36122.96
9436,15771000,684,France,Male,38,4,0.0,3,1,0,75609.84
8255,15708139,575,France,Female,40,1,139532.34,1,1,0,181294.39
4739,15774536,607,France,Female,32,6,0.0,2,0,0,196062.01
1968,15693468,488,Spain,Female,39,9,140553.46,1,0,0,12440.44
9384,15686242,771,France,Female,57,4,0.0,1,0,0,85876.67
529,15694272,673,France,Male,30,1,64097.75,1,1,1,77783.35
3711,15729489,762,Germany,Female,34,8,98592.88,1,0,1,191790.29
7258,15747757,600,Germany,Female,58,8,118723.11,1,0,0,6209.51
8724,15593683,668,Spain,Female,30,8,0.0,2,1,0,138465.7
4773,15709451,646,Germany,Female,35,1,121952.75,2,1,1,142839.82
2905,15694829,680,Germany,Male,32,7,175454.0,1,0,1,77349.92
4442,15766163,676,France,Male,38,1,0.0,2,0,1,35644.79
8629,15577598,651,Spain,Male,23,4,115636.05,2,1,0,70400.86
4043,15698294,635,Spain,Male,31,1,0.0,2,1,0,135382.23
7676,15722535,457,France,Female,33,7,127837.54,1,0,1,60013.17
5370,15728564,682,France,Male,41,6,0.0,2,0,1,134158.09
8083,15684011,576,Germany,Male,29,7,130575.26,1,0,1,173629.78
4557,15624866,658,Germany,Male,37,3,168735.74,2,0,0,70370.24
6839,15768282,724,Germany,Male,36,6,94615.11,2,1,1,10627.21
7960,15772479,673,France,Male,37,4,0.0,2,0,0,163563.07
4269,15580252,748,France,Male,44,4,112610.77,1,0,1,2048.55
4700,15773709,838,Spain,Male,35,0,0.0,2,0,1,197305.91
8933,15631162,631,France,Male,32,10,0.0,2,0,1,196342.66
5074,15672397,598,France,Male,38,0,125487.89,1,0,0,158111.71
2509,15689341,655,France,Female,50,10,0.0,4,1,0,179267.94
8295,15617304,722,France,Male,40,6,0.0,2,1,1,111893.09
3832,15653315,555,Spain,Female,35,1,0.0,2,1,0,101667.0
9765,15777067,445,France,Male,64,2,136770.67,1,0,1,43678.06
9632,15791006,760,Germany,Female,34,6,58003.41,1,1,0,90346.1
8486,15567506,738,Germany,Female,40,6,114940.67,2,1,1,194895.57
151,15759618,535,France,Female,48,9,0.0,1,1,0,149892.79
4609,15794895,581,Spain,Male,34,1,0.0,2,0,1,81175.25
4243,15622518,768,France,Female,26,5,51116.26,1,1,1,70454.79
7984,15678206,464,France,Male,46,6,161798.53,1,1,0,182944.47
6882,15609160,586,France,Male,32,1,0.0,2,0,0,31635.99
2603,15583049,643,Germany,Female,34,7,160426.07,1,0,1,188533.11
3977,15813894,620,Spain,Male,21,9,0.0,2,0,0,154882.79
1072,15625698,624,Spain,Female,23,6,0.0,2,0,1,196668.51
2006,15745543,687,France,Male,39,7,0.0,2,1,0,26848.25
6729,15619608,454,Germany,Female,50,10,92895.56,1,1,0,154344.0
5525,15782993,624,France,Male,51,10,123401.43,2,1,1,127825.25
8244,15656330,528,Spain,Female,32,0,68138.37,1,1,1,170309.19
9304,15783589,616,France,Male,40,9,0.0,2,0,0,93717.55
4584,15589666,595,France,Female,39,9,136422.41,1,1,1,151757.81
6783,15651955,603,France,Male,31,4,0.0,2,0,1,9607.1
4954,15677249,731,Spain,Male,42,9,101043.63,1,1,1,192175.52
2974,15746737,565,Germany,Male,59,9,69129.59,1,1,1,170705.53
9772,15750549,660,Germany,Male,30,1,84440.1,2,1,1,60485.98
9330,15780256,630,France,Male,34,9,0.0,2,1,1,114006.35
5785,15711733,753,France,Male,48,4,0.0,2,0,1,146821.42
9385,15759244,687,Germany,Male,44,8,95368.14,2,1,1,1787.85
8500,15584785,660,France,Male,37,2,97324.91,1,1,0,23291.83
6699,15809999,709,France,Female,41,3,150300.65,2,1,0,71672.86
8122,15603749,564,France,Female,53,2,45472.28,1,1,1,41055.71
8112,15623966,578,France,Female,35,2,0.0,2,0,1,26389.92
507,15677307,684,Germany,Female,40,6,137326.65,1,1,0,186976.6
3245,15768151,514,Germany,Female,45,3,109032.23,1,0,1,155407.21
9471,15776404,523,France,Male,22,8,123374.46,1,1,1,124906.59
4928,15771857,513,Spain,Male,39,7,89039.9,2,1,1,146738.83
3439,15662063,746,France,Male,36,7,142400.77,1,1,1,193438.69
7990,15643635,664,Spain,Male,32,5,133705.74,1,0,0,134455.84
9605,15733444,736,France,Female,29,9,0.0,2,0,0,176152.7
3267,15624755,707,Germany,Female,40,3,109628.44,1,1,0,189366.03
9779,15712568,515,Spain,Male,40,10,121355.99,1,1,0,138360.29
8597,15659694,634,Germany,Female,53,3,113781.5,2,1,1,106345.05
400,15690452,605,France,Male,52,1,63349.75,1,1,0,108887.44
1737,15683677,769,Spain,Male,39,9,0.0,1,1,1,47722.79
8095,15584620,850,Germany,Female,36,6,143644.16,1,1,0,22102.25
6154,15598162,754,Germany,Female,39,3,160761.41,1,1,1,24156.03
41,15738148,465,France,Female,51,8,122522.32,1,0,0,181297.65
515,15746902,793,Spain,Male,38,9,0.0,2,1,0,88225.02
5237,15702566,554,Spain,Male,26,8,149134.46,1,1,1,177966.24
8054,15686236,525,Germany,Female,47,1,118087.68,1,1,0,88120.78
1761,15796313,662,France,Female,36,4,166909.2,2,1,0,138871.12
6870,15762793,850,Germany,Female,36,0,136980.23,2,1,1,99019.65
6181,15797194,570,France,Male,39,10,129674.89,2,1,0,80552.36
9207,15643770,682,France,Female,52,5,112670.48,1,1,0,21085.17
4529,15570087,664,France,Female,44,8,142989.69,1,1,1,115452.51
6452,15677243,538,Spain,Male,43,5,0.0,2,1,0,126933.73
2469,15630617,727,Germany,Male,36,6,140418.81,1,1,1,113033.73
6704,15681878,436,Germany,Male,45,3,104339.11,2,1,1,183540.22
1324,15765537,687,Germany,Male,26,2,142721.52,1,1,1,153605.75
4484,15595136,645,France,Female,37,1,0.0,2,1,1,68987.55
3270,15629885,850,France,Female,33,7,118004.26,1,1,0,183983.82
8757,15567383,678,Germany,Female,44,2,98009.13,2,0,1,31384.86
5912,15715414,658,France,Female,38,6,102895.1,1,0,0,155665.76
6213,15697678,590,Germany,Male,36,6,92340.69,2,1,1,174667.58
3434,15712303,692,France,Male,66,4,159732.02,1,1,1,118188.15
6719,15776629,650,France,Female,39,4,0.0,2,0,0,186275.7
8391,15579074,619,Germany,Male,38,10,84651.79,1,1,1,184754.26
8993,15809265,547,France,Female,35,4,0.0,1,1,1,133287.73
4113,15667085,667,France,Male,33,4,0.0,2,1,1,131834.75
183,15810845,636,France,Male,42,2,0.0,2,1,1,55470.78
169,15611325,682,Germany,Male,24,9,57929.81,2,0,0,53134.3
6217,15670866,693,France,Male,31,2,0.0,2,1,1,107759.31
7059,15642934,669,Germany,Female,35,4,108269.2,2,1,0,174969.92
7250,15631451,604,Spain,Female,28,6,0.0,2,1,1,69056.26
9257,15688689,678,Germany,Female,37,8,149000.91,2,1,1,21472.42
9753,15705174,656,Germany,Male,68,7,153545.11,1,1,1,186574.68
6550,15617331,637,Germany,Female,39,3,109698.41,1,1,1,88391.29
2586,15573242,691,France,Male,50,6,136953.47,1,1,1,2704.98
8767,15585466,552,France,Male,29,10,0.0,2,1,0,12186.83
1053,15798348,600,Spain,Female,50,6,94684.27,1,1,1,50488.91
6321,15689096,590,France,Male,47,0,117879.32,1,1,1,8214.46
1142,15763625,793,Spain,Male,41,9,0.0,2,1,0,152153.74
8120,15676645,523,France,Male,45,5,0.0,2,1,1,121428.2
4864,15783225,737,France,Male,54,9,0.0,1,1,0,83470.4
4133,15667602,704,Spain,Male,33,3,0.0,2,1,0,73018.74
7475,15599152,698,France,Male,31,1,156111.24,1,0,0,134790.74
3174,15734312,577,Spain,Male,43,6,0.0,2,1,1,149457.81
7902,15613962,499,France,Female,38,9,0.0,2,0,1,183042.2
1559,15671032,760,Germany,Male,42,0,77992.97,2,1,1,97906.38
6774,15569432,656,France,Female,48,9,0.0,2,1,1,85240.61
8199,15798532,810,France,Male,32,9,120879.73,2,0,1,78896.59
2145,15639322,633,Spain,Male,33,4,137847.41,2,1,0,98349.13
1598,15647842,601,Germany,Female,48,8,120782.7,1,1,0,63940.68
4390,15674328,670,France,Female,40,3,47364.45,1,1,1,148579.43
3276,15577806,794,Germany,Female,54,1,75900.84,1,1,1,192154.66
